domain,is_dga
mo277jvby0ab8.ru,1
nectardesk.io,0
e2enetworks.net.in,0
kpunet.net,0
justiz.nrw,0
vl7duvgqf.ru,1
triton-mebel.ru,1
kb5zevktydqp.ru,1
kehug-8z4c4gmn6.ru,0
thesanctuary.co.uk,0
c5ijplqqr.online,1
fdnhdyypbxngsu.ru,1
pokerdomsi.top,0
sr44urk6gdc26zy-zynl.ru,1
dosug34.biz,0
leon-zerkalo110.ru,0
lzcftxuf6idf.ru,1
or-realty.ru,0
k3qe1n-f.ru,0
printio.ru,0
autobazann.ru,0
35bus.ru,0
wallacecollection.org,0
pfezmt8vnnxo.ru,1
mangabob.com,0
jcq9e6k.com,1
a3q-.sr,0
l6km28gk.ru,1
dndnha.ru,1
bipbiuf.net,1
klubnikabc-nethouse.ru,0
pin-up-casino-43-23.ru,0
a52olent5806y.com,0
dbx9arhtpeqlwlyhvx.ru,1
unas.eu,0
tr6vcz91jg.com,1
cs0rf-k.com,0
x-a6eoyq1a.ru,0
tsxvzzvd.fr,1
p44q2-94y.ru,0
off1xbet.ru,0
drj7uz07x.com,1
schf7-6.com,0
ddnet.org,1
s0slkyb9x20fj5.ru,1
eqdjpehxexccgpbw6.com,1
leplusinteressant.com,0
mocogawe.com,0
doctorpolyakoff.ru,0
hnair.com,0
igrabesplatno.ru,0
xpyzo88lnoh5.com,1
woobzpgsl7vs6mojnhk.ru,1
vavada247.com.ru,0
kaffekapslen.dk,0
ip-calculator.ru,0
ukkvij.com,1
ek3ncyy95.com,0
langtons.com.au,0
objetconnecte.com,0
hilkfoppcq.ru,1
politexpert.ru,0
qsyjghrknuijlv.com,1
joycasinodom.ru,0
uul6dzfmt1zg.org.uk,1
comfortdental.com,0
isxori.org,0
shop-zc.ru,0
besterpcba.com,0
izzicasino-play33.ru,0
irantrade.online,0
rasizd.ru,0
ypsu.ru,0
fwbbx7me.ru,1
qk4ulwm.ru,0
eq6ssh.com,1
newellbrandssecuritieslitigation.com,0
taiqbcsx49st.com,1
vho5twbkcvcvsbryukrplr.nl,1
rsffjwi.org,1
shutcm.edu.cn,0
legzocasino-dia2.ru,0
lhlr4je84l7m8.ru,1
lpanr7jkjlcrddendy.com,1
business-gazeta.ru,0
aduroshop.fr,0
joycasinomans.ru,0
llufyagtg.live,1
bukkxrsnlckbksdnntclvxn5nfpmf.ru,1
dangotoons.com,0
pokerdom121h.ru,0
vape-sale.de,0
spokanevalley.org,0
mf999.com,0
kross-stock.ru,0
uc1o-4o9rx8z.ru,0
jc-azhqgig9v9vvz.com,1
euebyrctny-jlmez1.ru,1
rwh6ztkfnrcfeoluy.ru,1
sn0orquxndhh4.ru,1
avius.com,0
oxnx4edvb8jpgkwpdghqinwsmirynptflb2.com,1
lomonosovlo.ru,0
l-kytzdbv1rcbyaq.ru,1
twq6pzkgoqgmr.ru,1
pokerdom-yyy.fun,0
fd8lpapuvk.ru,1
connectbaash.info,0
phzsoqg.biz,1
tushiji14.cfd,0
spph4why.ru,0
uadrjdom1apd9f0mu00cnmsno.ru,1
svvmxywwvt6nutu.ru,1
uf0xfnwyxt8pd.biz,1
vdwfytbxpkmcatmc.com,1
increato.ru,0
qh29.ru,0
infanta22.ru,0
kigaportal.com,0
gzifxbjdbouj.ru,1
f9h.ru,0
ftqlinn6cyu5.ru,1
go-30.ru,0
rpv1kewaov.ch,1
essensworld.ru,0
zfjdvzs579.com,1
yqorunsqcoesk7iy.ru,1
pokerdom2casio.site,0
tzkv.ru,0
emailsys2a.net,0
oyzhi.edu.cn,0
azino777cazinoada.ru,0
mpnas.ru,0
blqib4al.ru,1
wiht6xu0b.com,1
hs-shop.ru,0
vlknrussia.ru,1
pouzcdt.ru,0
26gosuslugi.ru,0
iqbsrtazuqinn1f.com,1
victra.com,0
mniwu9jmv2hfvgj.ru,1
kgd9d5to63g.ru,0
k5c7e2qxo-56.xyz,0
bjupacu.ru,0
jvgvvp7rbnw.com,1
dollarpower.xyz,0
eventhub.com.au,0
aruxroroio7dcl.org,1
locupgnjoo.org,1
goldenpokerdom-1485.ru,0
ghaxv5-hqdnx.ru,0
kifqodleksk.co.zw,1
kjehjxm.com,1
fsffox.ru,1
dzhyqet.com,1
vvbox.cz,0
1tamilblasters.day,0
dochkisinochki.ru,0
achmearechtsbijstand.nl,1
setpay.com,0
murimscan.run,0
ehalov.ru,0
bbwnqchwuttrc.ru,1
x3iaf.ru,0
gjg7hfrmr1fg-dwzkv4chj.ru,1
lmx7tnnx1uik.ru,1
tabakpodarki.ru,0
azino777-mo3.ru,0
rapidonoar.com.br,0
supplierexchange.de,1
qqfpqv2zkhuz34tvk-8isbvvb.ru,1
sunshine-studio.ru,0
hshhs1.ru,0
casinoslegaal.com,0
quanqiusou.cn,0
moscow-propusk.ru,0
casino-2023vip.ru,0
qyog-4n.ru,0
gcmp.ru,0
zvoiat.ru,1
bud5f.net,0
777parley.com,0
wnr.ru,0
ycyldnnhvus.com,1
1x-bet-online.com.ru,0
nygqk6kqzkglimj.ru,1
hpwdehukla.ru,1
dosuganapa.ru,0
adroitfinancial.com,0
ywsrg.org,1
ruplans.ru,0
g5wxwcecdowitz.ru,1
timetreeapp.com,0
ieaklbsjfvayu5vklj.ru,1
berfilms.ru,0
matchi.io,0
supercasino-x4.ru,0
epug27nzbsm2.ru,1
uyqkut6vy1w9.ru,1
j5jpuwvbxoxbq7noo.ru,1
go-game14.ru,0
anticor-prom.ru,0
zhyvd5c.ru,0
endocannabinoidmedicine.com,1
deti-otchizni.ru,0
btfwdarmv01.com,1
uaarj.com,1
kolan4u.gr,0
ndfl-moscow.ru,0
maxbetslots-casino.net,0
oki9aac.com.vn,0
fy6rw6r-clrk6.co.uk,0
r9zsvujoln.fr,0
allcasinoratingslots2-2023.win,0
vaycucde.vn,0
jzmip0hshtx.com,1
cm-lfvl.ru,0
91pornx.com,0
qi0v.org,0
skyeng.tech,0
ye0md.com,0
facio.com.br,0
roxcasino299.com,0
10-4.dk,0
ketokeotara.ru,0
toptvpad.com,0
mycontactual.com,0
zmrklvi.ru,1
myschool44.edu.ru,0
homegallerystores.com,0
yvmiiuwxr.ru,1
kmnh5eg.ru,0
vh63t34q.com,0
glnkg6cuyvv.ru,1
casinolev-new.ru,0
artlance.ru,0
podderzhkapravaonline.ru,0
iyl403zjg0u1kyxclmn.com,1
lode88.group,0
wjt94reaxl.ru,1
ten-sura-game.com,0
cdtecxaxsvbczxtwb-r.ru,1
kidp.ru,0
hnh9h9why.ru,1
animation-school.ru,0
mtifkp9nevwr.com,1
ecgaz0y9g2ttli2adjy.ru,1
leadx.org,0
kidgy.org,0
g9asqkwe.online,1
yurtahotel.ru,0
bgbtlfubz.ru,1
geocult.ru,0
solcasino-gel.ru,0
demiand.ru,0
myc2meu.ru,0
iaog-6nn.com,0
explorehidden.com,0
uijhvricsixl.app,1
vavada-p4.ru,0
pixhost.to,0
zxjzxotdm5j.ru,1
dailygoldalerts.com,0
kqccuknt7iev.ru,1
djzwdyfwok6eo.com.br,1
fuwgyw6zjm30eykz.ru,1
xiuxxvr1kcmoimxv.ru,1
xo4pwiuzm21onv2.com,1
prava-russian.ru,0
netmega.com.br,0
jtf1.com,0
dsta21f-om9n.ru,0
congress-neuro.ru,0
pnevmosnab.ru,1
driftcasino-trans11.ru,0
grincs.top,0
backorder.ru,0
site-na-bx.ru,0
nnn.ng,0
scopula.ru,0
sdlmpwrr.ru,1
qdhhkfrjtxdvkzrz.ru,1
ojahm.com,0
wmtfdsaaiem90vsxj.ru,1
vfa6wleyyrz8.ru,1
911-cheki.net,0
kuinnqornd0z66asr.com,1
vdv1k3d3w.com,1
e6s5nzwzft72.ru,1
jetcasino-prof.ru,0
tcg6chnp0mqvkutpfatm.ru,1
teb5imk7cwb.ru,1
parvypvcbq.de,1
nmaz9ko-m0ey.ru,0
jo7859.ru,0
lcbvo0.uk,0
azinomobil.ru,0
jasamsebemaster.ru,0
bc5qxcjyaw7.ru,1
ga88.co,0
ryazannews.ru,0
leiga.com,0
pokerdomwincazino.ru,0
ajpzbi5uyl.com,1
mb9s3gewqpbc.ru,1
ids303.com,0
f3xatpnsnbbyixswyjkdva.ru,1
office1.work,0
k7vooslmtm.life,1
mpfmi.casino,0
vbtpthx.fr,1
t5o1angi7.ru,1
casinospincity.ru,0
qpkyl0dussk.ru,1
iptvrocket.ru,0
narod-inru.ru,0
joycasino-30t9.ru,0
rugyn-wjahtoxvqpjyasr.ru,1
y5ga4.ru,0
sgaa5k.net,0
mdatizyiy2fsx.com,1
trafficlaw.biz,0
zcps26fmjx.ru,1
rxgk66srly.xyz,1
ubrhhcvnvyhlews-6dx.de,1
4peaks.ru,0
ukzpu.click,0
xm3z2ek.ru,0
gybkllyinpax.com,1
x8h7pl.com,0
cei.cn,0
socialdeck.com,0
sihai-inc.com,0
superorca.co,0
gz63px9q2mws.ru,1
sechenovclinic.ru,0
juyp2scxfeqjeku.ru,1
monkeywager.com,0
1win-casino24.ru,0
tcytuxh.co,1
s9oht9ie9.org.uk,0
z5sx8.ru,0
gh3bcffq0qphuxdxm7.com,1
connectcasecenter.com,1
jet-spin.site,0
apileyuan.net,0
leonbets-9bnk.top,0
jzmnsg.xyz,1
meganorm.ru,0
pb8ypglhu.ru,1
v04-kh2.tv,0
edffcr.ru,1
o4h3gr7.ru,0
fhj3epsibvmx-hsdoiihfiu.com,1
vulkanplatinumg.ru,1
wybjcv4.ru,1
fdsbrowser.com,0
hv6k9pm-ofj4wm6hr.ru,1
lugwmqvnhm.ru,1
l6ouoee4wcicxpo.ru,1
cdtrf.ru,1
lst.ru,0
toyota-aqua.ru,0
qrxz-3k3nfdn6.com,0
qchc7zgxplbt1fe.ru,1
qs0gb6.ai,0
lpsf.ru,0
m0.nu,0
p8wcn6vuor1.pics,1
repofinder.com,0
cazino-drip.org.ru,0
fefdkkqjbufr.com,1
f-klmwmhe.ru,0
w-xlmumz9oimqe5.ru,1
rdwv3ioi.ru,1
dloccpidi.su,0
ohvtkczs.vn,1
kommersant.ru,0
bzwaf2dvyjnblgoycisq.de,1
oxmyhj6pjgku.com,1
aajsm.ru,1
yjko8b4a4gc.com,1
bc59f8u4.com,0
plenitudedistribuidora.com.br,1
pkef7cfjvbxt.ru,1
beastvn33.shop,0
geekee.co.uk,0
porn-videos.rodeo,0
extp.ru,0
ldjv-cir.pl,0
dakika.com.tr,0
lcl.fr,0
play-izzi-casino.ru,0
b6x794s13904i68.ru,1
acs-europe.de,0
ea5zj.com,1
gkzqe.ru,1
sds-ip.de,0
t0czuic.ist,0
casino-xshop.ru,0
moi261fyrywu0-ft-6.ru,0
pontofibra.com.br,0
vulkandelux5.com.ru,0
driftcasinonozol9.ru,0
jmr.io,0
as-omsk.ru,0
ira3it.ru,0
sdxm6.ru,0
solcasino24club.ru,0
cizyzwxs0xp84isml.com,1
xnj4u9qi6.com,1
f-82y8ck8le4e0zy.com.ar,1
gx9fiy7gfz6fpo.ru,1
ruetvnvyovbzmts.ru,1
cleversite.ru,0
qtnplk.es,1
bannerspace.net,0
lululemonyogablackfridays.com,0
puv9gef8p.ru,1
jet315.ru,0
al-bank.dk,0
iddws5hwmracjky9whz.ru,1
dype.com.br,0
di2i-va.ru,0
sakwuo.ru,0
1xmanga.ru,0
olgadolgih.ru,0
pyumqhvc51gkepj.ru,1
vw0qku726mnsd.ru,1
1wincasinoz-officialsite.net.ru,0
metkas.ru,0
speedcash1win.ru,0
souzmasterov56.ru,0
playtut.ru,0
release28.com,0
prostoy.ru,0
zrv7tsiknaa.com,1
mtthdmvxqbifyb.day,1
dhgjlrgpzvelru.ru,1
ska4at.ru,0
joycasino-vdk0.ru,0
znxrfzru.ru,1
pgkadsdkq7kuwbjho6.ru,1
fq1tngln0nt.ru,1
kpwdi2vfbyqpssu.com,1
qw9eyki.ru,1
mycortado.com,0
pokerdom789.ru,0
joycasino-casino.ru,0
nostemedia.fi,0
ylg07iago077-.ru,1
ayzzn6mo.one,1
f1b6ee8.xyz,0
kpa2fu35m8am4.club,1
f8wk.ru,0
fbhay.ru,0
xd8h4.cz,0
tapkino.ru,0
pzjtqqmzhav.com,1
mcncjewk-1y0.ru,0
n46vvoe1.ru,0
truenetwork.ru,0
tobolsk.ru,0
tacklefootballplaymaker.com,1
adelluminate.com,1
iz6xzl.app,1
qshlq.ru,1
fnrq.jp,1
aaaclothing.ru,0
iris-nn.ru,0
lacentral.com,0
uhjiryogdfmd.ru,1
w9ky2f1rn.com,1
news-nonofa.com,0
cetic.br,0
alcocity037.ru,0
zrtdudiwwjzryth.ru,1
newspass.jp,0
maxbetcasino.ru,0
q630jil.vn,0
f9ba4ysd.ru,0
pxcrjljpjhu1zg.ru,1
yrjtcxi8qgkev7v.ru,1
zdpvkjtikua.ru,1
bharatvoip.com,0
zhbhxn2wxaupo.info,1
itronrussia.ru,0
ronfkoygdqb.ru,1
rusedu.net,1
t0l1jyq8pa7c29f1gkknxaovf.ru,1
b2z.ru,0
gemsociety.org,0
ty9.cn,0
uzyfcs.gov.uk,0
g8qhjrun39hs69ozl8y3j3.ru,1
zhyrpiuq2.ru,1
am994r8fffxaw6kdjfx.ru,1
a-rq0a18r.ru,0
colorfreedom.org,0
yjc8ruf.com,1
pro1xstavka.ru,0
itimmtltuktsn2kudsboabqe.ru,1
uudvadevcilgu.ru,1
assistensport.es,0
t8caa.cloud,0
eldorado-casino-vsw.buzz,0
oxna.ru,0
pcromisywofp2ev5zy.xyz,1
zatochkafind.ru,0
qdofc.ru,0
rhsucsmhxhxvxsxf2tg.ru,1
hnbo.ru,0
whitehousecams.com,0
romabet.site,0
xow5iughze.ru,1
imiks.net,0
myvehiclesite.com,0
ngfwfjcl.ru,1
destiny.eu,0
top-1000.ru,0
park-mobile.ru,0
6conf-medclinpsy.ru,0
eevfyf588.site,1
betwinner2020.ru,0
nd2z.ru,0
wl-bptxuvefn.ru,0
zvuqadi8.ru,1
1win-cashback6634.ru,0
fresh-casino-usunesco.top,0
rxsavingssolutions.com,0
777azino-azino777.ru,0
lk-static.com,0
e3vzl.com,0
iejeatydnifgy7v7.ru,1
oxfilm.ru,0
994vv.com,0
cvetiuhta.ru,0
stoletie.ru,0
gorcom36.ru,0
bxti1.in,0
joyy-pokerdom677.ru,0
filmi-hd.ru,0
pravavse-advice.ru,0
rto1xhhop-u8.ru,0
leesunsinsusan.com,0
tc00b3ei.ru,0
foralltel.support,0
a8-83rd4lh-5.pro,0
envisionmi.com.au,0
j9du-3064d.com,0
catcasino33.ru,0
sharedwork.com,0
avtolab74.ru,0
motorhelp.ru,0
legzo-casino6.ru,0
e8cga9aww33.xyz,1
solid.ru,0
legzocasino-major.ru,0
maxmoney.co.za,0
melenky.ru,0
myphoneoffer.com,0
kqvycqdit.ru,1
qjxgvf1qo6--5dnm1i.it,0
ohjhdvuy.ru,1
diadiemhanoi.vn,0
ozpjlgaz.com,1
pgrnqetm5h.ru,1
hogush.com,0
starobeshevo.ru,0
sgm7hdsh0alq.com,1
educationsurveys.org,0
house-mechta.ru,0
osbornvs.net,0
dj0fhoycv.ru,0
sovendus-connect.com,1
leonbets-tet9.xyz,0
izzicasino-one2shop.ru,0
solcasino-msk.ru,0
ezvlphxpmclqm.ru,1
y7oa78.com,0
pintarcolorear.org,0
eelg6vatenjthxo15b.com,1
contentmarafon.ru,0
comiclink.com,0
money-plane-shock.ru,0
g6vo3-j677-2lku75.ru,0
rum3v94091.com.au,0
ev1bsmgjap.org,1
riobet-cas3.ru,0
ghknqxucnofmcc7lbdj.net,1
kk2auj.vip,0
vakada4.ru,0
slivap.ru,0
bonusplay-casinox5105.ru,0
egh0u-9xy.ru,0
vwpcrtq-1.de,0
klaes.de,0
lzkdhazv.site,1
dzimeyts.school,0
jigsawmc.com,0
krzb9.com,0
allureparfum.ru,0
xl0sjm.net,0
z0bq7ru.ru,0
s79lr0pmw.work,0
nag.ru,0
ovtcnyxttz.com,1
o7sj29zmgb7.ru,1
wggo7zr.ru,1
uv-kurier.ru,0
bowlermotorsport.com,0
m2icx-ee9.name,0
upakovka-info.ru,0
cv-wpsic.com,0
u3r-ncntzgktu3.ru,0
skyepub.net,0
varkelmeaowrl.top,0
zorluosmangazi.com,0
w-hub.ru,0
myhillchart.com,0
hi-hk1ixdd5ap4.ru,1
zjswuvzkfn.ru,1
ziyo5ygcsmx.ru,1
zt6chybp.com,1
snlojrme.in,1
egorlykraion.ru,0
kinorim.ru,0
einysljfhkyvcu.ru,1
chitai-gorod.ru,0
zjsvb36ktw5thg.ru,1
eurolottery365.com,0
v7htoe.guru,0
upmetrics.ru,0
xmvtzntxijiovcu4.buzz,1
bmia.org,0
cebuspots.com,0
f2kc4euiync4nlujgudwd2.ru,1
wjal53aue4v.ru,1
tss.ru,0
armgs-proxy.ru,0
fresh-song.ru,0
pokerdom-site.ru,0
vamodobreno.ru,0
eltjd2.social,0
avtoserviszhuk.ru,0
gama-cazino.ru,0
oqmzyq.ru,1
hggsu.app,1
kemerovo7.ru,0
lttgcgnyzv2ved.com,1
autoservice2.ru,0
bjohmbiyew7i.ru,1
vcgjqaeb2z4itpgkjkd-dt.ru,1
simplexland.ru,0
mk206pl0io8l.ru,1
deutschland-monteurzimmer.de,0
grai3cvzlwfpj.ru,1
rlq067bx9mm.com,1
kramerus.com,0
stfsa45i.ru,0
pubggy.ru,0
fc2tueql.ru,0
xvpubmdh4.com,1
mrbitcasinoplay.ru,0
vvvip-1s.ru,0
oywr.ru,0
diag.net,0
rfhw.com,0
medinfocenter.ru,0
timbersled.com,0
cqan5fxmmknq.ru,1
garmin.ru,0
assistirseriesmp4.club,0
s2ctwd6uz774uc0bj0tfpa.ru,1
bquqjazil4.ru,1
babya7.com,0
pqgtywjj.com,1
dsp8.ru,0
fhccwo.ru,1
yadro.ru,0
vf6tkol2ukv1anx.ru,1
liu-nqcaosgr.top,0
fresh-casino-ds2020-onl.ru,0
znqaa26dy.top,1
jtqxiuyiun8mvx.ru,1
agartu.kz,0
gg3rxvj3.com,1
ih60u3w1wzfbdywt.com,1
al-ar.ru,0
dvrb5mli.ru,1
slavneft.ru,0
pvq7t3tv06zi56f.ru,1
sidekickopen25.com,0
hqmrpfp.ru,1
inappstory.ru,0
gcisd.net,0
pqltkzza.ru,1
cbymalvb.ru,1
pinspb.ru,0
cgfngwq7hxqe8.com.mx,1
moggyserver.monster,0
yl5rz59fkzs2loe.co.nz,1
utdnloqw.com,1
shiptor.ru,0
uyifbdbhojwwepd.ru,1
ru0-9lbu.edu,0
orx-xjkljefkai3.edu.mx,0
checkoffice.ru,0
immunovant.com,0
moodle.school,0
craftwithchristie.com,0
fitcards.ru,0
vt.ru,0
kuj.ru,0
moskva-pomnit.ru,0
alko00.ru,0
rewardflux.com,1
ynsva9du.net,1
ipgogolev.ru,0
niceinfo.co.kr,1
beaba.com,0
h9uxe1d-mvir.info,0
hiuqlslgmslt.com,1
driftcasino-3place5.ru,0
kvgednitvvgxkgv.ru,1
kazinopinup8.ru,0
mt8s0c9h.com,0
torlan.ru,0
xsomj.org.uk,0
kehm-44of9.ru,0
bublikcasino5.ru,0
nutryquest.com,0
o-6kgmcrussa2f.ru,0
pro-com.ru,0
chs9.ru,0
cde87mdjm06d.com,1
katylrpqibfrnkeyscyii.ru,1
htk34am.com,0
uws7jndg5iv.ru,1
casino-goodwin.ru,0
zng9n.com,0
newrivertechnology.com,0
pin-upslotplay.ru,0
u7ld-o-9f.ru,0
champion415.ru,0
gve1hh.buzz,0
kyev8tzy84.ru,1
asbt-.com,0
rvh.ru,0
mint-candy.com,0
maatso.ru,0
iy-9rarpezh.ru,0
oxkuvl21jca.ru,1
3dnews.ru,0
engagemedia.tv,1
tecxfpnrep3g.net,1
sterref.ru,0
eng-jump.ru,0
nfm.com,0
beosin.com,0
uvwkritsa.ru,1
sdnem-rozhdeniya.ru,0
xaiuwhqai.dev,1
d4y0sx857.ru,0
b999proj4.ru,0
fivem-server.net,0
c5kl5i.net,0
joy-online.us,0
bigmoneyschool.ru,0
casino-x91112.ru,0
nsgjqids.ru,1
hxty-agent.com,0
smotret-kinogo.ru,0
zaix.ru,0
jewellermagazine.com,0
vreimzssi80kheigqsz.ru,1
aktqny.ru,1
getint.io,0
fyetgqg.ru,1
kl7ttqzrvzip.com,1
ssi.it,0
d2g.com,0
bargrimm.ru,0
c8graeb.com,0
zogi7ajtsnuzvqh.ru,1
xw6xlfjyeh.ru,1
mx8ivoptvyase.club,1
lowellgroup.co.uk,0
rmf.co.rw,0
abrale.org.br,0
bvnguyentriphuong.com.vn,1
t76hq.com,0
my-ihor.ru,0
cxbd9yw.vn,1
vavada-a4.ru,0
jam-soft.ru,0
lizzbd.top,0
hpeasystart.com,0
goldfishka218.ru,0
qwz76.aero,0
corporateozon.ru,0
aspvhs70xketvt.com,1
vu-j1dvybvhho.top,1
transitions.com,0
g-rwgkdf.ru,0
vavada-r0.ru,0
zupshaqolx0dt.com.br,1
kms0ewcg3f8.com,1
poletpark.ru,0
volnaintvtex1.ru,0
kuzstu.ru,0
fvz44jayrz.de,1
melbet-casinos.ru,0
g1oqgtfcs.ru,1
yevtom.net,0
qoxugejlhjgu.com,1
b-ri.ca,0
rnikk.ru,0
eirvth8lxn.com,1
pjhay.ru,0
erostabs.ru,0
dvnovosti.ru,0
noconew.com,1
s2ray42d4qq.ru,1
dlife.cn,0
pixess.ru,0
sanseregovo.ru,0
dgtle.com,0
azklihkg6.se,1
knwm0ykki.com,1
zlgblwzr.ru,1
turkseriy.tv,0
gellfe9mzk.quest,1
pxvjn.aero,1
zhoq6dut.ru,1
vecherka-spb.ru,0
xnljljcajmcq.net,1
uhrkada.com,0
avondm.ru,0
likemeapp.ru,0
gaunujimvwu-x.ru,0
kath-musterhausen.de,0
fn.ua,0
u6pgz359uje.ru,1
lbqodd20ybu6co7pvu.site,1
vswyrhslfxvz89.com,1
nf03noyp673qtf.ru,1
rox-casino-630.ru,0
htpjq7a6iip-.ru,1
jv7fvojyb.ru,1
getfindster.com,0
ukrasheniya-vip.ru,0
qwzomixmf.ru,1
rbvmxyoh83p.ru,1
azino777blog.ru,0
us2.com,0
pravda.ru,0
casinolegzo-offic.ru,0
cekims.ru,0
l58iiu.com,0
dyxfupbcacbp.ru,1
hellohostel.ru,0
zrb8rpe7q.com,1
primecast.click,0
peony-beauty.ru,0
pro100sexa.net,0
casinocashout.ru,0
ey4p6pr6.ru,0
pin-upcasinotop.ru,0
vrmikrotik.com,0
bydvt.ru,0
pktgdru.com,1
jetcasino-mtp20.ru,0
n9gcrtctpk.ru,1
xpj48wd5.ru,1
g428krh9j.ru,1
vnts.io,0
klo.hu,0
romg2xube8.com,0
dosugkirov.ru,1
ro-twoq4mnhkw.com,1
kinomuzic.ru,0
booi-casino35.ru,0
zootomas.ru,0
cusonet.com,0
weirdworm.com,0
xxgfn.org,1
fort-monitor.ru,0
ruscoal.ru,0
lg-ostgpuiy9.com,1
xutkdvuryuv3h.ru,1
gobetwinner.ru,0
playfortuna-183.ru,0
driftcasino-tuva18.ru,0
bloground.ru,0
hbmui4esm.com,1
ojju2xddfxi2g.com,1
xvltvmyq.net,1
gid-rkhomohfcdvwplewzw.ru,0
1xbetpower.ru,0
fbodewvwd.tech,1
blgsj4kfdhsc.ru,1
jetcasino-play.ru,0
razmetka-metko.ru,0
1xru100.ru,0
jh7qygkmkzjxuf.ru,1
brobank.ru,0
melbet75.ru,0
hanafos.com,0
vavada-qnh1.xyz,0
bustime.ru,0
tkbbank.ru,0
club-vulcan24.press,0
st7ydf.ru,0
kreisch-audit.com,0
volnadoma2.ru,0
s1g4a.ru,0
sibmail.ru,0
bdbjzvk.ru,1
lean-rightpress.com,0
nikola-khamovniki.ru,0
ogwubwzxb4mmto.ru,1
pinup-5556.ru,0
gig9d2kqh12ad.ru,1
volnacasino-sportnorm.ru,0
aminer.org,0
atf9mfjcpcmw1jqev.ru,1
wck-y2h.ru,0
boutique-photo.ru,0
rymanhealthcare.co.nz,0
lustfire.net,0
yjnuz7w0t4te.ru,1
progressivebg.com,0
dahce65.ru,0
h28ez.ru,0
w9ic.ru,0
topplaycasino2023.ru,0
wddusyqtprhubnfjco.ru,1
xgq-myiv.ru,0
klwb0ramuzz.com,1
xcadtk-saj.com,0
s68rvlgl.ru,0
nq4mm0z3um6nax.ru,1
vewat.ru,0
api-kfc.com,0
pillmanzana.com,0
ubstest.com,0
fyzezv.com,1
ypwqbpecu.ru,1
fyqsirursaluy.ru,1
imhqmu8m.sh,1
cveti04.ru,0
vvsstkfiusjt.com,1
q6jju6f8gpt24.com,1
voyo.sk,1
apteka65.ru,0
hs4fft904ua9bm.com,1
igxe59r3hyi0sns.ru,1
newsvo.ru,0
vd3pn61xbgai9.ru,1
chilewich.com,0
idjnow.com,0
c7b0cut3-hi3w.ru,0
muchosol.ru,0
lr0sg435.ru,0
justmoneytrust.ru,0
krtv.top,0
t1kjzmintkg.com,1
solcasinoonline.ru,0
fpeci.ru,0
p6ao56ku8wt9-a95.ru,1
unimaxtelecom.com.br,0
vcg010gyz7q.it,1
jmbpcxpc56xdxv5.ru,1
ndesgoec5ikq.gr,1
df7x1x2x6x43.com,1
izzicasino-bir2.ru,0
timetube.ru,0
p6ue05blcjm.com,1
qggc7dxbnf.com.br,1
freshvip7.casino,0
okabvvn6ttryf8.com,1
drivequant.com,0
ozfaw-jnog.com,0
freshcasino-mobi.ru,0
ecnavi.jp,0
gum.ru,0
tlhsxwgj8rbnc1.ru,1
nusrs6g.is,0
feauf6.io,1
cappellishop.it,0
jetcasino241.top,0
jet-network.com,0
k-0ddjl74k.ru,0
cat-casino-play5111.ru,0
citilink.ru,0
maxbet-777.ru,0
aziino777.ru,0
krushmedia.com,0
smpchallenge.com,0
sistyle.ru,0
gg7-7uzoxdcs6.ru,0
mubint.ru,0
znachenieimeny.ru,0
ksp1446.com,0
lbkk.ru,0
wzs0m3widvah16mwn.com.br,1
j4cy6epi7tx9.ru,1
playfortunawinzerkalo.ru,0
selnov.ru,0
c5cwq.jp,0
bjdnkepdzbzgh8sf.de,1
cordvo.ru,0
voeqlfkzlq.com,1
wru6psiqlsk9v.com,1
gbet4bmtezqvz4.com,1
eazufc.net,0
novorab.ru,0
berilata.ru,0
pzxp7vllqqoaplituppy.ru,1
fcummn9t-a-yn0.ru,0
qlo0gnwheyfv.com,1
portnet.tech,0
pls4gz-2i0mi12gnp7.ru,0
chws.es,0
casinox-info.ru,0
averslombard.ru,0
sbdv.ru,0
gamacasino-stroylesgroup.ru,0
mew0e3or90p9gm27x56.com,1
sasdigital.com.br,0
englisch-hilfen.de,0
xkbz3blqdw.ru,1
tzg.cloud,0
x-zqpzeuvvai.hair,0
republika.rs,0
1105tech.com,0
gorozhanin.info,0
n0oo8wpvw9.ru,1
rayoteve.com,0
drweb.ru,0
gjnwzzpuj.com,1
wimbledondemn.net,1
qq5qmhvsm7ynx.cf,1
a-rsb2.ru,0
q-rynqwa6enx9xzahphb1.ru,1
npfxtzvhmu.ru,1
phxptflb20v6.ru,1
qsjqdoxrprvpvxxjlwtsbxu.ru,1
mbswnj3rjqsen.net,1
fond43.ru,0
asafeplaceonline.com,0
pairx.co.uk,0
bergfreunde.dk,0
lostfilm-tv.ru,0
kzn.ru,0
qthcmuml.com,1
otapqhdpbru.ru,1
expert123.ru,0
taxsee.ru,0
vanillaforums.com,0
bonanzasweetru1.ru,0
shoppilot.ru,0
yr31xjtiqswezya.ru,1
maxslots.co,0
afyd9zwwylyui00akmixghx4yx.com,1
ecrytmlga6ey7bx79l.com,1
doramaf.ru,0
o8x4vx1ew20dzmm.ru,1
epkt6dxnnskq9z9top.ru,1
narod-gazeta.ru,0
verny10let.ru,0
magnitalia.ru,0
aixclfr.net,1
ik7-spb.ru,0
